priority_rank,project_code,project_name,agency,state,physical_progress,expenditure_percent,cost_overrun_percent,time_overrun_percent,risk_score,risk_category,warnings,risk_explanation
58,701404,Kanupur Irrigation Project,Irrigation and CAD-TG,Odisha,79.5,283.41166125951304,183.41166125951307,41.35558231549975,90,CRITICAL,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.', 'Multiple risk indicators are simultaneously high.']","Project 701404 is classified as CRITICAL risk because the predicted total cost is significantly above the baseline, the projected completion date exceeds the planned schedule, and expenditure is high relative to the physical progress achieved."
59,701372,Sardar Sarovar Project,"Narmada and Water Resources, Water Supply and Kalpsar Department-GJ",Gujarat,93.7,154.3060994286658,57.70787574385196,27.81119851920409,90,CRITICAL,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.', 'Multiple risk indicators are simultaneously high.']","Project 701372 is classified as CRITICAL risk because the predicted total cost is significantly above the baseline, the projected completion date exceeds the planned schedule, and expenditure is high relative to the physical progress achieved."
60,701415,Polavaram Irrigation Project,Water Resources-AP,Andhra Pradesh,86.15,275.455027268142,342.5038843310642,34.23026025584471,90,CRITICAL,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.', 'Multiple risk indicators are simultaneously high.']","Project 701415 is classified as CRITICAL risk because the predicted total cost is significantly above the baseline, the projected completion date exceeds the planned schedule, and expenditure is high relative to the physical progress achieved."
61,618463,Vadodara Mumbai Expressway Kim to Ankleshwar Phase IA - Pkg V,NHAI,Gujarat,91.34,116.74617312279221,97.9947993719999,247.71428571428575,90,CRITICAL,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.', 'Multiple risk indicators are simultaneously high.']","Project 618463 is classified as CRITICAL risk because the predicted total cost is significantly above the baseline, the projected completion date exceeds the planned schedule, and expenditure is high relative to the physical progress achieved."
62,701402,"Subernarekha Project, Odisha","Department of Water Resources, River Development & GR",Odisha,95.5,272.51135515792504,172.51135515792507,30.034982508745628,90,CRITICAL,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.', 'Multiple risk indicators are simultaneously high.']","Project 701402 is classified as CRITICAL risk because the predicted total cost is significantly above the baseline, the projected completion date exceeds the planned schedule, and expenditure is high relative to the physical progress achieved."
63,617302,Durgapur - Haldia Pipeline [Section-3B of JHBDPL Project],Gas Authority of India Limited [GAIL],West Bengal,95.7,136.82758620689657,47.35379310344831,154.32749817651393,90,CRITICAL,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.', 'Multiple risk indicators are simultaneously high.']","Project 617302 is classified as CRITICAL risk because the predicted total cost is significantly above the baseline, the projected completion date exceeds the planned schedule, and expenditure is high relative to the physical progress achieved."
64,400100,Sardar Gouthu Latchanna Thotapalli Barrage Project,Water Resources-AP,Andhra Pradesh,95.88,249.0157201529528,149.0157201529528,47.9212908303819,90,CRITICAL,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.', 'Multiple risk indicators are simultaneously high.']","Project 400100 is classified as CRITICAL risk because the predicted total cost is significantly above the baseline, the projected completion date exceeds the planned schedule, and expenditure is high relative to the physical progress achieved."
65,619193,Rehabilitation and upgradation of NH-221 from km 121/0 to 165/0 Rudrampur to Bhadrachalam section to two lane with paved shoulder under NHDPIV in the state of Telangana through EPC mode,MoRTH,Telangana,82.76,126.96382035401224,26.963820354012235,473.984952120383,90,CRITICAL,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.', 'Multiple risk indicators are simultaneously high.']","Project 619193 is classified as CRITICAL risk because the predicted total cost is significantly above the baseline, the projected completion date exceeds the planned schedule, and expenditure is high relative to the physical progress achieved."
66,702637,Mumbai Metro Line 3,Mumbai Metro Rail Corporation Limited [MMRC],Maharashtra,99.21,155.42863934993085,60.50386929460579,49.43181818181818,90,CRITICAL,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.', 'Multiple risk indicators are simultaneously high.']","Project 702637 is classified as CRITICAL risk because the predicted total cost is significantly above the baseline, the projected completion date exceeds the planned schedule, and expenditure is high relative to the physical progress achieved."
67,400103,Indiramma Flood Flow Canal Project,Irrigation and CAD-TG,Telangana,92.0,337.34545181401637,288.07759332982863,49.24695001967707,90,CRITICAL,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.', 'Multiple risk indicators are simultaneously high.']","Project 400103 is classified as CRITICAL risk because the predicted total cost is significantly above the baseline, the projected completion date exceeds the planned schedule, and expenditure is high relative to the physical progress achieved."
68,618465,Vadodara Mumbai Expressway Gandeva to Ena Phase IB - Pkg VII [Km 190.00 to Km 217.500],National Highways Authority of India [NHAI],Gujarat,97.05,126.22756241595042,74.43585920598733,126.17123287671195,90,CRITICAL,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.', 'Multiple risk indicators are simultaneously high.']","Project 618465 is classified as CRITICAL risk because the predicted total cost is significantly above the baseline, the projected completion date exceeds the planned schedule, and expenditure is high relative to the physical progress achieved."
69,705506,3rd Line Manmad - Jalgaon [160 Kilometres],Central Railway [CR] - II,Maharashtra,100.0,178.09227559024689,81.3944704200317,23.68637110016421,90,CRITICAL,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.', 'Multiple risk indicators are simultaneously high.']","Project 705506 is classified as CRITICAL risk because the predicted total cost is significantly above the baseline, the projected completion date exceeds the planned schedule, and expenditure is high relative to the physical progress achieved."
70,400426,Expansion of Malanjkhand Copper Project,Hindustan Copper Limited [HCL],Madhya Pradesh,28.0,54.84334935034153,76.27615333232782,176.53256704980845,90,CRITICAL,"['Predicted cost overrun is high.', 'Predicted completion is significantly later than planned.', 'Expenditure is high compared with physical progress.', 'Multiple risk indicators are simultaneously high.']","Project 400426 is classified as CRITICAL risk because the predicted total cost is significantly above the baseline, the projected completion date exceeds the planned schedule, and expenditure is high relative to the physical progress achieved."
